ID,label,tanggal,judul,narasi,nama file gambar
59501,1,3-Jan-20,Penyanyi Henny Purwonegoro Meninggal Dunia,"BERITA DUKA. Henny Purwonegoro* penyanyi thn 1970/80…., telah meninggal dunia. Pada hari ini 28/12-19 jam 17:05 waktu singapore.Semoga amal2nya diterima Tuhan Yang Maha Esa. Aamiin“",59501.jpg
59914,1,15-Oct-19,Jembatan darurat dibangun dalam waktu 24 jam di Jepang,Jembatan darurat yg dibangun dlm waktu 24 jam akibat jalan tertutup oleh tanah longsor setelah terjadi angin topan di Jepang bbrp hari ini. 24 jam saudara-saudara!,59914.png
60067,1,22-Sep-19,Israel melarang nelayan Palestina melaut,Israel melarang nelayan Palestina melaut tapi Allah mengirimkan ikan ke pantai Palestina..☝.. Maha benar Allah dengan segala firman Ya,60067.png
60125,1,11-Sep-19,Maklumat Majelis Rakyat Papua agar seluruh mahasiswa Papua tetap berada di kota studi untuk melanjutkan studi,"Terkait dengan perkembangan penanganan masalah rasisme yang sudah ditindaklanjuti oleh pihak kepolisian dan TNI serta rapat koordinasi tingkat provinsi, dengan ini MRP mencabut maklumat 21 Agustus 2019, nomor 05/MRP/2019. Sekaligus diserukan agar mahasiswa asal Papua yang belum kembali ke Provinsi Papua untuk melanjutkan studi di masing-masing kota studi. Sedangkan mahasiswa Papua yang terlanjut kembali ke Provinsi Papua agar segera kembali ke kota studi sebagai duta kultural orang asli Papua yang dapat hidup harmonis dengan seluruh elemen Bangsa Indonesia.",60125.png
60314,1,1-Aug-19,"Jembatan di Jalan Cemara, Medan Dikatakan Roboh",Jembatan di Cemara roboh,60314.png
60396,1,17-Jul-19,Seorang Suporter Meninggal Pada Laga Tira-Persikabo VS Persija," Tira-Persikabo VS tamunya Persija Jakarta Tumbalkan Satu Nyawa

KOMPAS News-Laga lanjutan Liga 1 2019 antara Tira-Persikabo melawan tamunya Persija Jakarta,berakhir bentrok. Dikabarkan, satu orang tewas dalam insiden tersebut.",60396.jpg
60599,1,13-Jun-19,Video Perobohan Rumah Lantaran Istri Ketahuan Selingkuh Oleh Suami,"Viral 🔎 #RUMAH #DIHANCURKAN

ISTRI SELINGKUH KETAHUAN SUAMI YANG PULANG MERANTAU.",60599.jpg
60686,1,22-May-19,Di shoot tv one cuma bisa bhs cina,bukan hoak tau….ini nyata. Di shoot tv one cuma bisa bhs cina,60686.png
60705,1,20-May-19,Meninggalnya Serda Supran Sida Dikaitkan dengan Virus Cacar Monyet,"Innalilahi wainalillahi rojiun turut berduka cita Serda supran, semoga Khusnul khatimah dan di terima amal kebaikan nya ,, dan semoga abang2 TNI yg sedang menjaga d perbatasan, di hindarkan dari segala penyakit ,,terutama penyakit cacar monyet Krn dpt menular dan penyakit ni berasal dari negara asing..hati2 dalam bergaul dgn org luar..",60705.png
60958,1,15-Apr-19,Samsul Bahri Ketua KPPS Sydney Pro 02,"Kecurangan di pilpres di Australia.

Ternyata *KETUA KPPS SYDNEY* (Samsul Bahri) sudah jadi Australian citizen!!!

Dan dia ngurusin Pemilu Indonesia!!!!",60958.jpg
61144,1,12-Mar-19,Jeli Memperhatikan Jari Tangan Palsu,"Waspadalah

Bagi Ketua/Anggota TPS Hati2 dan Jeli Memperhatikan Jari Tangan Palsu",61144.png
61182,1,7-Mar-19,Orang Jakarta pada canggih euy,"Orang Jakarta pada canggih euy….

Mainannya DRONE kapal-kapalan",61182.png
61343,1,7-Feb-19,Foto Spanduk KAMI OPTIMIS PAK JOKOWI TAK AKAN BOHONG DAN INGKAR JANJI LAGI,Auto NGAKAK!,61343.jpg
61916,1,29-Oct-18,Istri Indro Warkop Meninggal Karena Menjadi Perokok Pasif," Istrinya meninggal karena mengidap kanker paru..

Almh bukan perokok aktif..

Almh terpapar asap rokok..

Yg memicu sel2 kanker tumbuh di paru2 nya…",61916.jpg
62030,1,16-Oct-18,AKAN DI SAHKAN UNDANG2 LGBT & PERNIKAHAN ANTAR JENIS,BIAR RAKYAT TAU.KALO REZIM INI DI KEPEMIMPINAN YANG SEKARANG AKAN DI SAHKAN UNDANG2 LGBT & PERNIKAHAN ANTAR JENIS..LAKI NIKAH SAMA LAKI..WANITA NIKAH SAMA WANITA..MAKANYA MUSIBAH AKAN TERUS DATANG MENGHAMPIRI KITA SEMUA…,62030.png
62187,1,24-Sep-18,Akhirnya Najwa Shihab Dukung Prabowo-sandi,"“Akhirnya Najwa Shihab Dukung Prabowo-sandi.
 
 Alhamdulillah Kekuatan Makin kuat.",62187.jpg
62213,1,20-Sep-18,SPANDUK YANG DI PASANG CEBONG,"“PARA LASKAR FPI DAN WARGA MENURUNKAN SPANDUK YANG DI PASANG CEBONG DINI HARI MENJELANG IJTIMA ULAMA II
 BERTUJUAN UNTUK MENGADU DOMBA MUSLIM.HATI HATI CEBONG 90% PKI.”",62213.jpg
62232,0,17-Sep-18,Demokrat: Iklan Jokowi di Bioskop Mengganggu Hak Konsumen,Demokrat: Iklan Jokowi di Bioskop Mengganggu Hak Konsumen,62232.jpg
62323,1,4-Sep-18,: Info Rekruitmen BUMN PT Nindya Karya,"Beredar di media sosial surat panggilan seleksi calon karyawan PT Nindya Karya (Persero) yang akan diselenggarakan pada 6-7 september 2018 mendatang. Dalam surat edaran tersebut dituliskan bahwa perekrutan berlangsung di Denpasar, Bali.",62323.jpg
62404,0,23-Agu-18,MUI Ajak Masyarakat Tak Ragu untuk Vaksin MR,"MUI Pastikan Vaksin Rubela Positif Mengandung Babi dan Organ Manusia, Ini Penjelasan Resminya",62404.jpg
62447,1,16-Agu-18,BJ Habibie Mengatakan: Lawan Berat Pak PRABOWO itu bukan Jokowi,"BJ Habibie Mengatakan : ” Lawan Berat Pak PRABOWO itu bukan jokowi kalau hanya sekedar jokowi Jalan Mudah Buat Pak PRABOWO menuju Kepemimpinan periode berikutnya di 2019,",62447.png
63197,0,11-Apr-18,Setidaknya 70 tewas dalam serangan militer Afghanistan di masjid,"TAK ADA BERITA DI TV,TAK ADA SUARA HAM,TAK ADA SUARA INTOLERAN,TAK ADA SUARA HAM TAPI KAMI PUNYA ALLAH SWT",63197.png
63475,0,22-Feb-18,Ahoker dan Jokwer Akan Marah Besar Jika di Katakan PKI Bangkit Lagi,"Ahoker dan Jokwer akan marah besar jika di katakan PKI bangkit lagi….!
 Wahai saudaraku… Mari kita waspada..!",63475.png
64171,1,13-Oct-17,Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta,Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta,64171.jpg
64185,1,11-Oct-17,BPBD Bogor Peringatkan Potensi Bencana Gerakan Tanah di 22 Kecamatan,Dpt kiriman dr grup WA.. Hoax atau bukan yaa?”,64185.jpg
64210,0,4-Oct-17,"Punya Pistol FN Saja Sudah Berani Begini Kepada TNI, ...","Punya Pistol FN saja sudah berani begini kepada TNI, apa lagi sudah punya RPG, senjata anti tank, bisa2 Polisi melakukan kudeta.”",64210.jpg
64488,0,19-Apr-17,Ujaran Kebencian Untuk Etnis China Yang Mengatasnamakan Sultan Hamengkubuwono X,"Sri Sultan Hamengkubuwono : Maaf Bukan SARA, Tapi Cina Dan Keturunannya Tidak Pantas Jadi Pemimpin Di Bumi Nusantara. Fakta Sejarah, Tionghoa Adalah Satu-Satunya Penghianat Negara Kesatuan Republik Indonesia (NKRI).",64488.jpg
64867,0,7-Jan-17,MASTEL Turut Optimalkan Peran Stakeholder Sektor Telematika Dalam Melawan Penyebaran Hoax,"Masyarakat Telematika Indonesia (MASTEL) memandang momen Aksi Turn Back Hoax yang akan diselenggarakan oleh Masyarakat Anti Fitnah Indonesia (Mafindo) secara serentak di 7 Kota pada hari Minggu, 8 Januari 2017, memiliki makna yang penting. Sebab, aksi ini akan melibatkan masyarakat secara terbuka dan mengedepankan peran masyarakat sebagai pelaku sentral dalam membangun kondusivitas kehidupan bermasyarakat, berbangsa dan bernegara",64867.png
65009,1,10-Dec-16,": Ormas PAS Klarifikasi Insiden Pembubaran KKR di Sabuga, Bandung","Ormas PAS Klarifikasi Insiden Pembubaran KKR di Sabuga, Bandung",65009.jpg
65326,1,8-May-16,Foto Pengungsi Suriah,"Ini bukan adegan dlm film, tapi inilah yg berlaku di Syuriah.",65326.jpg
65554,1,23-Aug-20,Mengonsumsi Telur Rebus Saat Tengah Malam dapat Menangkal COVID-19,"Semalam di kagetkan dengan broadcast seperti ini, seketika cari TELOR trus di REBUS tapi gak jadi Hayoo siapa yang mengalami hal yang sama",65554.jpg
65574,1,21-Aug-20,Video Raja Bahrain tiba di Dubai dengan pengawal robotnya,Raja Bahrain tiba di Dubai dengan pengawal robotnya yang dilengkapi dengan kamera untuk melacak 360 derajat dan dilengkapi pistol. Teknologi bergerak sangat cepat dari sebelumnya dalam sejarah,65574.png
65704,1,10-Aug-20,Pesan Berantai Kantor Pusat PT Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal dan 10 Orang Karyawan Terpapar Covid-19,"Kantor pusat Kawan Lama di Meruya, Jakarta Barat ditutup per hari ini setelah salah seorang direksi meninggal kemarin sore akibat Covid-19. Kontak erat dengan almarhum sudah diketahui 10-orang positif terpapar. Tindakan selanjutnya seluruh karyawan yang berkantor digedung tersebut akan dilakukan RT sampai PCR. Kebijakan selanjutnya menutup akses Head office ke seluruh cabang, toko dan warehouse. Jumlah karyawan di gedung tersebut 2.986 orang.",65704.jpg
66877,1,17-Apr-20,Sabam Sirait Meninggal Dunia Pada 17 April 2020,"Berita Dukacita; Telah dipanggil Bapa Di Surga Sabam Sirait, pada:",66877.jpg
67089,1,27-Mar-20,Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 di Indonesia,"Tim medis China diterbangkan ke Indonesia untuk membantu penanganan Virus Corona.
 mungkin saja pengalaman mereka menangani corona bisa bermanfaat.
 asalkan tdk membawa virus lagi aja. Kalo CEBONG ada yg kenak CORONA yg gak mau di sembuhkan di suntik mati aja itu.",67089.png
68111,1,15-Oct-19,Hujan batu seperti serpihan meteor menuju bumi di Purwakarta,"INALILLAHI WAINAILAIHI RAJIOUN..MARI KITA BERDOA SEMOGA TIDAK TERJADI BENCANA ALAM YANG LEBIH BESAR…. HUJAN BATU SEBESAR RUMAH TELAH JATUH DI PURWAKARTA, INDONESIA, SEPERTINYA SERPIHAN METEOR YANG MENUJU BUMI..MARI ISTIGHFAR DAN BERDOA KEPADA ALLAH SWT",68111.png
68171,1,3-Oct-19,Gusti Kanjeng Ratu  Condrokirono Tidak Memberikan Izin Pengunaan Area Keraton Bukan Karena Isu Sara,"(Kami) belum dapat mengabulkan permohonan menggunakan KgD Masjid Gedhe Karaton serta halaman, Ndalem Pengulon, dan Alun-alun utara sisi barat.",68171.png
68710,1,2-Jul-19,Jokowi pidato hanya satu menit jadi tertawaan orang Jepang,Pidato di pertemuan g20 jepang jokowi pidato hanya 60 detik alias satu menit jadi tertawaan orang2 jepang,68710.png
69277,1,21-Mar-19,BELUM WAKTUNYA SURAT SUARA PENCOBLOSAN SUDAH BERTEBARAN,HEBAT KECURANGAN KPU DAN REZIM PKI JOKOWI INI…,69277.png
69341,1,11-Mar-19,Pesawat Pribadi Prabowo Dilarang Mendarat di Bandara Syamsudin Noor Banjarmasin,Info terbaru pesawat pribadi pak prabowo tdk dapat ijin untuk mendarat di bandara samsudinnoor bjrmasin.utk menghadiri haul guru sekumpul hr ini…sungguh Terlalu Rezim ini..pdahal bukan utk kampanye,69341.png
